Hygrocybe_conica 214
Protomyces_gravidus 240
Taphrina_betulina 227
Bullera_alba 230
Glomus_cerebriforme 213
Calocera_cornea 237
Tremella_fuciformis 200
Amanita_muscaria 211
Puccinia_graminis 248
Umbilicaria_muehlenbergii 236
Hemileia_vastatrix 253
Usnea_hakonensis 246
Pichia_fermentans 243
Phaeotremella_skinneri 227
Fistulina_hepatica 237
Smittium_simulii 234
Capronia_coronata 231
Mucor_racemosus 229
Aspergillus_nidulans 244
